引用1楼 @雷达叔叔真好玩 发表的:学17可以，4am就别学了，容易暴毙。哈哈哈，严重同意，TPP战术思路学VTA，打正面学17或OMG，4AM真的玄学,强队和弱队的区别，即ifty和17、4am的区别。（求推荐让大哥看到）,请保持幽默感
昨天joy有个建议非常好。训练赛还是要多训练平推、慢进圈。特别Fpp。这样很能提升队伍综合能力。训练赛一鸡不吃都无所谓。发自虎扑iPhone客户端,强队和弱队的区别，即ifty和17、4am的区别。（求推荐让大哥看到）,星小辰辰baby
引用5楼 @机械战神卡哇伊 发表的:211这次比赛表现的实力，真的可以在一些小的俱乐部入股了…你这话是电竞圈最蠢的话，没有那个电竞选手可以技术入股，faker几年了也没见入股，这才多大个比赛就谈入股？发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,黑夜的一道闪电
怀念去年刚玩这个游戏时候的16和mini发自虎扑Android客户端,新版本降低Scar-L后坐力，削弱战术枪托。Scar-L欲抢夺M4枪王宝座？,不吹不黑瞎胡闹
211肯定不会转会的，kz应该围绕211来组队发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,caosita
引用2楼 @zzzvdogm4 发表的:堡垒500W。嘻嘻蛇队肯卖17真的会买。。。,转会期 终于要来了吧  身价大猜想,17_xiaoyao
引用5楼 @机械战神卡哇伊 发表的:211这次比赛表现的实力，真的可以在一些小的俱乐部入股了…你见过哪个打电竞的技术入股？不要再给211招黑了发自虎扑Android客户端,转会期 终于要来了吧  身价大猜想,sybrant
211这次比赛表现的实力，真的可以在一些小的俱乐部入股了…发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,机械战神卡哇伊
引用10楼 @你帝要娶蕾哈娜 发表的:像211 堡垒 k神这种都是非卖品吧钱到位，资本家眼里没有非卖品,转会期 终于要来了吧  身价大猜想,鸡独山伯爵
引用5楼 @机械战神卡哇伊 发表的:211这次比赛表现的实力，真的可以在一些小的俱乐部入股了…你确定不是在搞笑？真当技术入股是夸他？发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,1一1一一
你们也太看得起吃鸡职业选手身价了吧动不动就几百万上千万的LOL一个选手顶破天转会费也才几百万没有一个良好的电竞市场哪会有这么高身价发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,哈登登登登登
引用3楼 @caosita 发表的:211肯定不会转会的，kz应该围绕211来组队就kz这种公司，肯花钱吗，先把电脑网线弄好再说发自手机虎扑 m.hupu.com,转会期 终于要来了吧  身价大猜想,等等将来的喵
引用11楼 @17_xiaoyao 发表的:蛇队肯卖17真的会买。。。陈赫又不缺钱。。。只能想想了，虽然qmc真的打的很好，但是对不起我还是支持堡垒。。。要不然马牛逼你牺牲一下和qmc轮换吧 ,转会期 终于要来了吧  身价大猜想,风之Alex
。。你们想的真多啊，还500w，有俱乐部能出100w就已经算很多很多很多了,转会期 终于要来了吧  身价大猜想,sunday9527
引用69楼 @雷孟祥 发表的:孤存签约签的好多？龙妈捡来的……孤少的要求是要一床被子……发自虎扑iPhone客户端,转会期 终于要来了吧  身价大猜想,Xiaxiaxia9
其实再削一下M4就好 死噶本来就行 一加强 又和AK拉开了档次。烂洞还是更考虑玩家体验【毕竟大部分普通人压枪都一般  各种削保持平衡对于游戏体验不行】我倒是一直喜欢死噶 稳，这个版本AK也选。 更想念的是楼上一样  16和迷你。体现技术,新版本降低Scar-L后坐力，削弱战术枪托。Scar-L欲抢夺M4枪王宝座？,N吧第一人
我是totol。大哥找不到你私信。因为实在太多了。让我问你微信发自虎扑iPhone客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,totol88
各位都想多了，211这个人实力毋庸置疑，但是为人处世要打个？（实话实说，211的粉丝别喷我，我不是黑他，为人处世不是说他人品问题。）他在队伍里是要拿话语权的，就跟NBA球队一样，每个球队就一两个明星选手，当家球星。你搞来一大堆球星不一定其他1+1>2的效果，然后说没有买不到的人只是钱有没有到位，这话也对也不对，就现在绝地的价值，你一个明星队员花几百万上千万买过来，俱乐部不是这么运营的。这个是不正常的，绝地求生的价值没有这么高，跟LOL没法比的。,转会期 终于要来了吧  身价大猜想,wy4244
顶一下ifty涅槃重生发自虎扑iPhone客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,伊宁第一pubger
老哥牛逼，有心了。ifty有你这种粉丝是真的幸福发自虎扑iPhone客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,M416_98K
兄弟们，已经跟大哥联系上，感谢大家关注发自虎扑iPhone客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,低调的蓝蓝
向老哥竖一个大拇指！基于A+吸粉的来源，我想IFTY应该有很多这种30+的粉丝（本人也是，35），这些人里应该有很多都产生过类似于老哥的这种想法（本人也是，此处有贴金的嫌疑），毕竟IFTY的很多问题，都还是可以用科学的、合适的现代企业管理办法来解决，30+粉丝里不缺这一类的能手，再加上看似矫情的“梦想”、“热爱”……想为IFTY出一份力的不在少数。老哥提出这个具备可行性的方法，无论是因为自己经济条件好、工作条件允许还是什么原因，都体现了我们30+粉丝与众不同的热情。为你喝彩！为梦想喝彩！盼有所成！,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,fanfanking
作为一个30+的粉丝今天和另一个兄弟赛后去场馆外堵大哥，见面刚打完招呼，大哥第一句话就是“不好意思，不好意思”说实话当时我心里很难受，大哥承担了太多了。一句不好意思让我鼻子酸酸的！分开的时候大哥一步三回头一直做谢谢的手势，我就一个想法，我粉对人了！路还长，大哥你若坚持，我必相随！发自虎扑iPhone客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,就是一老张
支持支持  dog rich  never forget 发自虎扑Android客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,夹谷亦云
引用57楼 @低调的蓝蓝 发表的:嗯，给赛妈打打下手也无所谓，不在乎名利，只想做点事情而已还给他打下手 给他脸了 发自虎扑Android客户端,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,qq53a65911e62ba
说实话，喜欢IFTY的兄弟很多都是人到中年。对电子竞技来说大哥这个年龄已经有点大了。但对我们这些中年来说正因为这样才能找到点带入感吧。如果哪天大哥不玩了。无论这个游戏发展怎样，从我内心来说已经没有任何感觉，更不会去喜欢上一个十几二十的小孩，更别谈粉了。,致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,我是qqy
"看了这个朋友的帖子也勾的我想发个言，我认识a+是在yy,我一直没事看看yy的娱乐版，有一天在推荐点进去就认识这个a+,然后我发现了这个个性鲜明的小伙子（本人已年近50）对电竞的梦想与坚持（我在网上翻看了他以往职业的一些经历）也就一直观看到今天，总的来说有起有落，属于正常范围内的竞技项目都是如此的，IFTY的粉丝不要气馁，就我的个人阅历来看IFTY的问题不大（就像楼主所说的），就是把问题交给有能力处理的人，所谓术业有专攻，毕竟是俱乐部了要有些管理小企业的专业人才，IFTY的粉丝也不要埋怨管理层了，毕竟他们只是年轻的选手出身，不能过多地苛责他们，我相信他们是非常的努力了，至于IFTY场上的选手,实力毋庸置疑的，真心希望楼主或俱乐部把一些东西理顺。本人不会玩这个游戏，但是我喜欢看。祝IFTY越来越好！最后送给a+一句话，你才28岁，梦想不要被“一泡尿”给浇灭了，要”憋“住啊！[ 此帖被ok啊aaa在2018-06-04 01:21修改 ]",致A+，做了一个小决定，想为自己喜欢的战队搞点事情。,ok啊aaa
小心qm。。。。发自虎扑Android客户端,哈哈哈，刚收完麦的地里，真实吗？,蒙古水军总督
楼上的又凭空污人家清白发自虎扑iPhone客户端,哈哈哈，刚收完麦的地里，真实吗？,kd杜兰特2142
人家都开船去到德国了😏发自虎扑iPhone客户端,哈哈哈，刚收完麦的地里，真实吗？,kd杜兰特2142
福利就上媳妇俺俩的婚纱照吧😁发自虎扑Android客户端,哈哈哈，刚收完麦的地里，真实吗？,Mr.陌子荨
转自三傻的民间官博，移动补给包小姐姐们真的给力！微博：SSS战队移动补给包发自虎扑iPhone客户端,【NB211】PCPI总决赛NB211高光时刻集锦,拉风的昵称嘿嘿嘿嘿嘿
还少了那个把人从移动的车上狙下来发自虎扑iPhone客户端,【NB211】PCPI总决赛NB211高光时刻集锦,stupiddogg
远距离简直像开挂一样发自虎扑iPhone客户端,【NB211】PCPI总决赛NB211高光时刻集锦,钱先深
狙是真的秀发自虎扑iPhone客户端,【NB211】PCPI总决赛NB211高光时刻集锦,汀州坠
4am粉丝表示不想看(捂脸痛哭)但莉莉是真的🐮呗找回了自己杀人王的颜面kz sss一战成名为他们高兴毕竟在根源上4am和sss是一家_yqhp其实现在他们关系很好，水军是不是很气最后 请喷子滚别玷污我的评论区以上。发自虎扑Android客户端,【NB211】PCPI总决赛NB211高光时刻集锦,卡哇伊丶莱昂纳徳
这个杀人王拿的真有分量发自虎扑Android客户端,【NB211】PCPI总决赛NB211高光时刻集锦,布志伦
NB211牛逼发自虎扑Android客户端,【NB211】PCPI总决赛NB211高光时刻集锦,骑士名宿勒布朗詹姆斯
211的狙，搁线上怕是要被实锤发自虎扑iPhone客户端,【NB211】PCPI总决赛NB211高光时刻集锦,不吐南瓜籽
过山车般的享受,作为4am的老铁们来说说近期的感受，我先发为敬,这只橘猫不太肥
国内第一毫无疑问发自虎扑Android客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,QQME11
希望所有人看过PCPI决赛的观众，记住这四天来的欢笑、激动、撕喊、失望、甚至泪水。在柏林为OMG和4AM继续加油![ 此帖被JoeyZhang159210在2018-06-04 10:48修改 ],PCPI可能是国内迄今办的最好的PUBG邀请赛,JoeyZhang159210
所以我QM没打好啊，装你信号屏蔽器！发自手机虎扑 m.hupu.com,PCPI可能是国内迄今办的最好的PUBG邀请赛,雷达叔叔真好玩
run酱：这是我用过的最流畅的电脑了发自虎扑Android客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,哈哈哈来来来来来来
引用3楼 @哈哈哈ho 发表的:。。为啥说是可能不说满，因为说满了有可能遭到其他平台比赛方的嫉妒发自虎扑iPhone客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,主持人颜思宇
残酷的赛制造就经典，saopppp那个关键的1v4，EH全队，据说EH他们都落泪了吧，这样结束太不甘心了,PCPI可能是国内迄今办的最好的PUBG邀请赛,晨间之雾
虎扑人均文豪发自虎扑Android客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,张小共
有点遗憾因为结婚没有完整的看完直播，很庆幸昨晚的最后一场关注了，结婚最好的礼物。发自虎扑iPhone客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,万千杂说
引用2楼 @JoeyZhang159210 发表的:希望所有人看过PCPI决赛的观众，记住这四天来的欢笑、激动、撕喊、失望、甚至泪水。在柏林为OMG和4AM继续加油!参与的39支战队，每一个人都是一次宝贵的回忆。感谢这次主办方和工作人员，真🐂🍺发自虎扑iPhone客户端,PCPI可能是国内迄今办的最好的PUBG邀请赛,佛za米兰
